UID,Week,Season
1A12DE387,5/8/17,L2017
1A12DE390,3/27/17,L2017
1A12DE391,3/27/17,L2017
1A12DE395,3/13/17,L2017
1A12DE396,3/20/17,L2017
1A12DE397,4/17/17,L2017
1A12DE408,4/24/17,L2017
1A12DE410,4/24/17,L2017
1A12DE424,4/10/17,L2017
1A12DE438,4/3/17,L2017
1A12DE442,3/27/17,L2017
1A12DE468,3/27/17,L2017
1A12DE469,3/13/17,L2017
1A12DE472,3/27/17,L2017
1A12DE489,3/27/17,L2017
1A12DE492,3/13/17,L2017
1A12DE493,4/3/17,L2017
1A12DE495,3/13/17,L2017
1A12DE496,3/20/17,L2017
1A12DE497,3/20/17,L2017
1A12DE512,4/17/17,L2017
1A12DE516,3/27/17,L2017
1A12DE520,3/20/17,L2017
1A12DE521,4/3/17,L2017
1A12DE522,5/1/17,L2017
1A12DE525,3/20/17,L2017
1A12DE526,3/20/17,L2017
1A12DE527,3/13/17,L2017
1A12DE533,4/10/17,L2017
1A12DE542,4/10/17,L2017
1A12DE550,3/27/17,L2017
1A12DE558,3/20/17,L2017
1A12DE559,4/10/17,L2017
1A12DE56,4/10/17,L2017
1A12DE568,4/3/17,L2017
1A12DE571,4/3/17,L2017
1A12DE573,4/10/17,L2017
1A12DE7,4/3/17,L2017
1A12DE74,4/17/17,L2017
1A12DE80,4/17/17,L2017
1A12DE88,3/13/17,L2017
1A12DE95,3/27/17,L2017
