UID,0,1,2,3,4,5,6,7,8,9,10,11,12,13
1A12DE449,2016 W18,2016 W23,2017 W14,,,,,,,,,,,
1A12DE45,2017 W15,,,,,,,,,,,,,
1A12DE450,2017 W13,,,,,,,,,,,,,
1A12DE451,2016 W16,2016 W18,2016 W46,,,,,,,,,,,
1A12DE452,2016 W47,2017 W16,,,,,,,,,,,,
1A12DE453,2016 W40,2016 W41,2016 W42,,,,,,,,,,,
1A12DE454,2016 W18,2017 W13,,,,,,,,,,,,
1A12DE455,2017 W16,,,,,,,,,,,,,
1A12DE456,2017 W16,,,,,,,,,,,,,
1A12DE457,2017 W13,,,,,,,,,,,,,
1A12DE458,2016 W44,2017 W14,,,,,,,,,,,,
1A12DE459,2016 W42,2016 W43,2016 W44,2017 W11,,,,,,,,,,
1A12DE46,2016 W16,2017 W18,,,,,,,,,,,,
1A12DE460,2017 W14,,,,,,,,,,,,,
1A12DE461,2016 W16,,,,,,,,,,,,,
1A12DE462,2017 W13,,,,,,,,,,,,,
1A12DE463,2017 W13,,,,,,,,,,,,,
1A12DE464,2017 W16,,,,,,,,,,,,,
1A12DE465,2016 W42,2016 W43,2016 W46,2017 W13,,,,,,,,,,
1A12DE466,2017 W11,,,,,,,,,,,,,
1A12DE467,2016 W15,,,,,,,,,,,,,
1A12DE468,2016 W16,2016 W41,2016 W42,2016 W47,2017 W13,,,,,,,,,
1A12DE469,2016 W15,2016 W41,2016 W47,2017 W11,,,,,,,,,,
1A12DE47,2016 W47,2017 W15,,,,,,,,,,,,
1A12DE470,2016 W16,2017 W14,,,,,,,,,,,,
1A12DE471,2017 W13,2017 W14,,,,,,,,,,,,
1A12DE472,2016 W13,2016 W14,2016 W17,2016 W44,2016 W46,2017 W13,,,,,,,,
1A12DE473,2016 W13,2016 W18,2017 W11,,,,,,,,,,,
1A12DE474,2017 W18,,,,,,,,,,,,,
1A12DE475,2017 W15,2017 W19,,,,,,,,,,,,
1A12DE476,2016 W47,2017 W15,,,,,,,,,,,,
1A12DE477,2017 W15,,,,,,,,,,,,,
1A12DE478,2017 W15,,,,,,,,,,,,,
1A12DE479,2016 W16,2017 W18,2017 W19,,,,,,,,,,,
1A12DE48,2016 W16,,,,,,,,,,,,,
1A12DE480,2017 W14,,,,,,,,,,,,,
1A12DE481,2017 W15,,,,,,,,,,,,,
1A12DE482,2016 W18,2016 W19,2016 W20,2016 W22,2017 W18,,,,,,,,,
1A12DE483,2016 W41,2016 W42,2016 W43,2016 W45,2017 W13,2017 W14,,,,,,,,
1A12DE484,2017 W14,2017 W19,,,,,,,,,,,,
1A12DE485,2016 W17,2016 W47,,,,,,,,,,,,
1A12DE486,2016 W42,2017 W16,,,,,,,,,,,,
1A12DE487,2017 W15,,,,,,,,,,,,,
1A12DE488,2016 W45,2016 W47,2017 W15,,,,,,,,,,,
1A12DE489,2016 W16,2016 W17,2016 W18,2016 W19,2016 W20,2016 W47,2017 W13,,,,,,,
1A12DE49,2017 W15,,,,,,,,,,,,,
1A12DE490,2016 W42,,,,,,,,,,,,,
1A12DE492,2016 W15,2016 W17,2016 W44,2016 W46,2017 W11,,,,,,,,,
1A12DE493,2016 W15,2016 W16,2016 W46,2017 W14,,,,,,,,,,
1A12DE494,2016 W42,2016 W44,,,,,,,,,,,,
1A12DE495,2016 W15,2016 W43,2017 W11,,,,,,,,,,,
1A12DE496,2016 W15,2016 W17,2016 W18,2016 W41,2017 W12,,,,,,,,,
1A12DE497,2016 W14,2016 W15,2016 W17,2016 W18,2016 W19,2016 W45,2017 W12,,,,,,,
1A12DE498,2016 W42,2016 W43,2016 W44,,,,,,,,,,,
1A12DE499,2017 W18,,,,,,,,,,,,,
1A12DE5,,,,,,,,,,,,,,
1A12DE50,2016 W45,2016 W46,2017 W13,,,,,,,,,,,
1A12DE500,2016 W47,,,,,,,,,,,,,
1A12DE501,2017 W11,,,,,,,,,,,,,
1A12DE502,2016 W17,,,,,,,,,,,,,
1A12DE503,2017 W17,,,,,,,,,,,,,
1A12DE504,,,,,,,,,,,,,,
1A12DE505,2016 W14,2016 W15,2017 W14,,,,,,,,,,,
1A12DE506,2016 W15,2016 W21,2016 W41,2016 W43,2016 W45,2016 W46,2016 W47,,,,,,,
1A12DE507,2016 W15,2016 W17,2016 W18,2016 W19,2017 W15,2017 W19,,,,,,,,
1A12DE508,2017 W13,,,,,,,,,,,,,
1A12DE509,2016 W17,2017 W13,,,,,,,,,,,,
1A12DE51,2016 W47,2017 W16,,,,,,,,,,,,
1A12DE510,2016 W41,2017 W11,,,,,,,,,,,,
1A12DE511,2016 W45,2016 W46,2017 W14,2017 W21,,,,,,,,,,
1A12DE512,2016 W16,2016 W17,2016 W41,2017 W16,,,,,,,,,,
1A12DE513,2017 W13,,,,,,,,,,,,,
1A12DE514,2016 W19,2017 W21,,,,,,,,,,,,
1A12DE515,2016 W14,2016 W17,2016 W18,2017 W17,,,,,,,,,,
1A12DE515,2016 W14,2016 W17,2016 W18,2017 W17,,,,,,,,,,
1A12DE516,2016 W15,2016 W44,2017 W13,2017 W19,2017 W20,,,,,,,,,
1A12DE517,2017 W16,,,,,,,,,,,,,
1A12DE518,2017 W15,,,,,,,,,,,,,
1A12DE519,2016 W47,2017 W17,,,,,,,,,,,,
1A12DE52,2017 W15,,,,,,,,,,,,,
1A12DE520,2016 W15,2016 W42,2016 W47,2017 W12,,,,,,,,,,
1A12DE521,2016 W13,2016 W46,2017 W14,,,,,,,,,,,
1A12DE522,2016 W15,2016 W16,2016 W17,2016 W18,2016 W21,2016 W44,2017 W18,,,,,,,
1A12DE523,2016 W46,,,,,,,,,,,,,
1A12DE524,,,,,,,,,,,,,,
1A12DE525,2016 W16,2016 W42,2017 W12,,,,,,,,,,,
1A12DE526,2016 W15,2016 W42,2016 W45,2017 W12,,,,,,,,,,
1A12DE527,2016 W21,2016 W24,2016 W46,2017 W11,,,,,,,,,,
1A12DE528,2016 W41,2016 W43,2016 W45,2016 W46,2017 W13,2017 W14,,,,,,,,
1A12DE529,2016 W18,2017 W14,2017 W19,,,,,,,,,,,
1A12DE53,2016 W43,2016 W47,2017 W17,,,,,,,,,,,
1A12DE530,2016 W42,2016 W43,,,,,,,,,,,,
1A12DE531,2016 W15,2017 W16,,,,,,,,,,,,
1A12DE532,2016 W46,2017 W13,,,,,,,,,,,,
1A12DE533,2016 W16,2016 W17,2016 W47,2017 W15,2017 W19,,,,,,,,,
1A12DE534,2016 W46,2017 W13,2017 W14,,,,,,,,,,,
1A12DE535,,,,,,,,,,,,,,
1A12DE536,2017 W12,,,,,,,,,,,,,
1A12DE537,2016 W42,2016 W43,2016 W46,2017 W13,,,,,,,,,,
1A12DE538,2017 W12,,,,,,,,,,,,,
1A12DE539,2017 W14,,,,,,,,,,,,,
1A12DE54,2017 W14,,,,,,,,,,,,,
1A12DE540,2017 W18,,,,,,,,,,,,,
1A12DE541,2016 W42,2016 W43,,,,,,,,,,,,
1A12DE542,2016 W16,2016 W17,2016 W46,2017 W15,,,,,,,,,,
1A12DE543,2016 W17,2017 W12,,,,,,,,,,,,
1A12DE544,2016 W41,2017 W11,,,,,,,,,,,,
1A12DE545,2016 W17,2017 W14,,,,,,,,,,,,
1A12DE546,2017 W18,,,,,,,,,,,,,
1A12DE547,2017 W18,,,,,,,,,,,,,
1A12DE548,2016 W44,2016 W46,2017 W15,,,,,,,,,,,
1A12DE549,2017 W15,2017 W19,,,,,,,,,,,,
1A12DE55,2016 W14,2017 W18,,,,,,,,,,,,
1A12DE550,2016 W16,2016 W17,2016 W18,2016 W41,2016 W44,2016 W46,2017 W13,,,,,,,
1A12DE551,2016 W42,,,,,,,,,,,,,
1A12DE552,2016 W16,2016 W18,2016 W19,2017 W14,,,,,,,,,,
1A12DE553,2017 W11,,,,,,,,,,,,,
1A12DE554,2017 W16,,,,,,,,,,,,,
1A12DE555,,,,,,,,,,,,,,
1A12DE556,2016 W46,,,,,,,,,,,,,
1A12DE557,2016 W42,2017 W12,,,,,,,,,,,,
1A12DE558,2016 W14,2016 W17,2016 W41,2016 W43,2016 W46,2016 W47,2017 W12,2017 W19,,,,,,
1A12DE559,2016 W18,2016 W44,2017 W15,,,,,,,,,,,
1A12DE56,2016 W42,2016 W43,2016 W47,2017 W15,,,,,,,,,,
1A12DE560,2017 W14,,,,,,,,,,,,,
1A12DE561,2017 W13,,,,,,,,,,,,,
1A12DE562,2016 W42,,,,,,,,,,,,,
1A12DE563,2016 W46,,,,,,,,,,,,,
1A12DE564,2017 W14,,,,,,,,,,,,,
1A12DE565,2016 W21,2017 W16,2017 W21,,,,,,,,,,,
1A12DE566,2016 W42,2016 W43,2017 W15,,,,,,,,,,,
1A12DE567,2017 W13,,,,,,,,,,,,,
1A12DE568,2016 W16,2016 W17,2016 W46,2017 W14,,,,,,,,,,
1A12DE569,2017 W12,,,,,,,,,,,,,
1A12DE57,2016 W42,2017 W13,,,,,,,,,,,,
1A12DE570,,,,,,,,,,,,,,
1A12DE571,2016 W16,2016 W47,2017 W14,,,,,,,,,,,
1A12DE572,2016 W16,2016 W17,2016 W19,,,,,,,,,,,
1A12DE573,2016 W20,2016 W47,2017 W15,,,,,,,,,,,
1A12DE574,2017 W11,,,,,,,,,,,,,
1A12DE575,2017 W16,,,,,,,,,,,,,
1A12DE576,2016 W46,,,,,,,,,,,,,
1A12DE577,2016 W47,2017 W12,,,,,,,,,,,,
1A12DE578,2017 W18,,,,,,,,,,,,,
1A12DE579,2016 W46,2017 W16,,,,,,,,,,,,
1A12DE58,2016 W41,2016 W42,2017 W13,2017 W14,,,,,,,,,,
1A12DE580,2016 W44,,,,,,,,,,,,,
1A12DE581,2016 W47,2017 W14,,,,,,,,,,,,
1A12DE582,2017 W17,2017 W21,,,,,,,,,,,,
1A12DE583,,,,,,,,,,,,,,
1A12DE584,2017 W11,,,,,,,,,,,,,
1A12DE59,2016 W47,,,,,,,,,,,,,
1A12DE6,2016 W47,2017 W14,,,,,,,,,,,,
1A12DE60,2017 W14,,,,,,,,,,,,,
1A12DE61,2017 W12,,,,,,,,,,,,,
1A12DE62,2016 W14,2016 W16,2016 W17,2016 W46,,,,,,,,,,
1A12DE63,2017 W11,,,,,,,,,,,,,
1A12DE64,2017 W16,,,,,,,,,,,,,
1A12DE65,2016 W44,2017 W13,,,,,,,,,,,,
1A12DE66,2016 W16,2017 W13,,,,,,,,,,,,
1A12DE67,2017 W13,2017 W14,,,,,,,,,,,,
1A12DE68,2016 W16,,,,,,,,,,,,,
1A12DE69,2017 W13,,,,,,,,,,,,,
1A12DE7,2016 W17,2016 W18,2016 W19,2016 W20,2016 W21,2016 W22,2016 W23,2016 W24,2016 W45,2016 W46,2016 W47,2017 W14,2017 W19,2017 W21
1A12DE70,2016 W17,,,,,,,,,,,,,
1A12DE71,2017 W12,,,,,,,,,,,,,
1A12DE72,2017 W13,,,,,,,,,,,,,
1A12DE73,2017 W11,,,,,,,,,,,,,
1A12DE74,2016 W16,2016 W46,2016 W47,2017 W16,,,,,,,,,,
1A12DE75,2017 W14,,,,,,,,,,,,,
1A12DE76,2017 W14,,,,,,,,,,,,,
1A12DE77,,,,,,,,,,,,,,
1A12DE78,2016 W46,2017 W14,,,,,,,,,,,,
1A12DE79,2017 W15,,,,,,,,,,,,,
1A12DE8,2017 W13,2017 W14,2017 W14,2017 W19,,,,,,,,,,
1A12DE80,2016 W16,2016 W47,2017 W16,2017 W19,,,,,,,,,,
1A12DE81,2016 W40,2016 W44,2016 W45,,,,,,,,,,,
1A12DE82,2016 W13,2017 W18,,,,,,,,,,,,
1A12DE83,,,,,,,,,,,,,,
1A12DE84,2016 W42,2016 W43,2017 W12,,,,,,,,,,,
1A12DE85,2016 W15,,,,,,,,,,,,,
1A12DE87,2016 W41,2016 W42,,,,,,,,,,,,
1A12DE88,2016 W15,2016 W42,2016 W45,2017 W11,,,,,,,,,,
1A12DE89,2016 W46,,,,,,,,,,,,,
1A12DE9,2017 W14,,,,,,,,,,,,,
1A12DE90,2017 W16,2017 W20,,,,,,,,,,,,
1A12DE91,2016 W47,,,,,,,,,,,,,
1A12DE92,2016 W46,2017 W13,,,,,,,,,,,,
1A12DE93,2016 W16,2017 W12,,,,,,,,,,,,
1A12DE95,2016 W13,2016 W18,2016 W43,2017 W13,,,,,,,,,,
1A12DE96,2017 W13,,,,,,,,,,,,,
1A12DE97,2016 W16,2016 W17,2016 W18,2016 W43,,,,,,,,,,
1A12DE98,2016 W43,2016 W44,2017 W12,,,,,,,,,,,
1A12DE99,2016 W16,2016 W22,,,,,,,,,,,,
